 Date , Latitude , Longitude , Location , Species , Adult M , Adult F , Adult , Subadult , Polar bear condition , Polar bear den , Cub/calf/pup , Bear cubs , Dead/alive , Unidentified , Total , Habitat , Occurrence remark 
 2013-07-11 ,78.9214,11.9678, Prins Heinrichøya , phoca vitulina , , , , , , , , , , ,10, land , 
 2014-07-11 ,80.31,12.29, Pack ice edge , phoca vitulina ,0,0,0,0, , ,0, , unknown ,10,10, water , 
 2015-06-24 ,79.529,10.695, Hamburgbukta , phoca vitulina ,0,0,0,0,0, ,0,0, ,10,10, water , photo 
 2015-06-24 ,79.529,10.695, Hamburgbukta , phoca vitulina ,0,0,0,0,0, ,0,0, ,10,10, land , photo 
 2015-06-25 ,79.692,10.809, Kobbefjorden , phoca vitulina ,0,0,10,0,0, ,0,0, ,0,10, water , photo 
 2015-07-21 ,79.721,10.93, Æøya , phoca vitulina ,0,0,10,0,0, ,0,0, ,0,10, land , Haulout-site 
 2016-07-16 ,79.7199,10.9263, Æøya , phoca vitulina ,0,0,10,0, , ,0, , unknown ,0,10, land , 
 2011-06-14 ,78.89949,10.46895, Fuglehuken , phoca vitulina , , , , , , , , , , ,10, land ," 10 is minimum. Some on rocks, some swimming. "
 2012-06-30 ,79.72087,10.91226, Virgohamna , phoca vitulina , , , , , , , , , , ,10, water , 
 2013-06-12 ,78.89733,10.51655, Fuglehuken , phoca vitulina , , , , , , , , , , ,10, water , Number approximate - splashing about near haul-out. Various ages 
 2013-07-26 ,79.72278,10.8928, Virgohamna , phoca vitulina , , ,10, , , , , , , ,10, water , 
 2014-06-22 ,78.93011,12.934, Kongsfjorden , phoca vitulina ,0,0,10,0, , ,0, , unknown ,0,10, land , 
 2016-06-09 ,79.7216,10.89377, Virgohamna , phoca vitulina ,0,0,10,0,0, ,0,0, ,0,10, water , possibly more 
 2012-08-11 ,78.8097,11.7157, , phoca vitulina , , , , , , , , , , ,11, unknown , 
 2012-09-05 ,78.923,11.9765, Prins Heinrichøya , phoca vitulina , , , , , , , , , , ,11, land , 
 2016-07-07 ,79.7181,10.9228, Virgohamna , phoca vitulina ,0,0,11,0, , ,0, , unknown ,0,11, land , 
 2012-06-11 ,79.80817,11.59618, Holmiabukta , phoca vitulina , , ,11, , , , , , , ,11, land , on a rock 
 2008-07-31 ,78.9217,11.9512, Ny Alesund , phoca vitulina , , , , , , , , , , ,12, land , hauled out on rocks below Mast 
 2009-08-01 ,79.529,10.702, Hamburgbukta , phoca vitulina , , , , , , , , , , ,12, water , 
 2016-09-02 ,79.72,10.94, Virgohamna , phoca vitulina ,0,0,12,0, , ,0, , alive ,0,12, land , 
 2012-07-03 ,79.72119,10.9297, Æøya , phoca vitulina , , ,8,4, , , , , , ,12, land , 
 2012-07-14 ,79.72056,10.92516, Æøya , phoca vitulina , , ,8,4, , , , , , ,12, land , 
 2012-09-08 ,79.72086,10.89739, Virgohamna , phoca vitulina , , ,12, , , , , , , ,12, land , 
 2011-07-16 ,79.7313,10.8407," Danskeneset, Sørgattet ", phoca vitulina , , , , , , , , , , ,13, land , on rocks 
 2011-08-09 ,79.7196,10.9192, Virgohamna , phoca vitulina , , , , , , , , , , ,13, land , 
 2013-06-29 ,79.562,10.875, Magdalenafjorden , phoca vitulina , , , , , , , , , , ,13, water , 
 2012-07-03 ,78.9514,12.1931,Æøya , phoca vitulina , , ,13, , , , , , , ,13, land , Some in water 
 2013-07-06 ,78.92311,11.95058, Ny Ålesund , phoca vitulina , , , , , , , , , , ,13, water , 
 2013-07-19 ,78.92632,11.94604, Ny Ålesund , phoca vitulina , , ,13, , , , , , , ,13, land , 
 2012-07-26 ,78.9283333333333,11.9383333333333, Ny-Ålesund , phoca vitulina , , ,14, , , , , , , ,14, land , on a spit on one of the adjacent bay islands; 12.00 - 12.58 
 2016-07-11 ,78.85,11.78, Engelskbukta , phoca vitulina ,14,0,0,0, , ,0, , alive ,0,14, water , On rocks and in water 
 2012-06-04 ,79.7226,10.9162, Virgohamna , phoca vitulina , , , , , , , , , , ,15, water , 
 2012-06-12 ,79.7204,10.9181, Virgohamna , phoca vitulina , , , , , , , , , , ,15, water ," minimum number, a few on rocks, 1 fairly newborn seen (still with some lanugo) "
 2015-07-19 ,79.73,10.97, Virgohamna , phoca vitulina ,0,0,15,0,0, ,0,0, alive ,0,15, water , water 
 2011-06-10 ,79.72222,10.91991, Virgohamna , phoca vitulina , , , , , , , , , , ,15, water ," 15 is minimum, some swimming, some on rocks "
 2013-07-16 ,79.72119,10.89848, Æøya , phoca vitulina , , , , , , , , , , ,15, land , 
 2014-08-24 ,79.72179,10.91111, Virgohamna , phoca vitulina ,15,0,0,0, , ,0, , alive ,0,15, water , 
 2013-07-17 ,79.719,10.926, Near Danskøya , phoca vitulina , , , , , , , , , , ,16, water , 
 2015-07-31 ,79.7226897,10.9121044, Virgohamna , phoca vitulina ,0,0,0,0, , ,0, , alive ,16,16, water , 
 2016-07-26 ,79.72,10.94, Virgohamna , phoca vitulina ,0,0,14,0, , ,2, , alive ,0,16, land , One was in the water. 
 2013-07-08 ,79.72168,10.97755, Danskøya , phoca vitulina , , ,16, , , , , , , ,16, water ," in the water and sitting on rocks, very curious. 1 was playing with a piece of floating ice "
 2014-07-29 ,79.72147,10.88929, Virgohamna , phoca vitulina ,0,0,16,0, , ,0, , alive ,0,16, land ," At least 16 on rocks in small bay directly adjacent to Virgohamna, plus some in water "
 2014-07-03 ,79.72,10.9316666666666, Danskegattet , phoca vitulina ,0,0,17,0, , ,0, , alive ,0,17, land , 
 2011-07-02 ,79.72104,10.91718, Æøya , phoca vitulina , , , , , , , , , , ,17, land , most on rocks 
 2013-06-21 ,79.71997,10.92333, Virgohamna/Æøya , phoca vitulina ,16, , , , , , , , , ,17, land , 
 2014-07-19 ,79.71983,10.9135, Virgohamna , phoca vitulina ,0,0,17,0, , ,0, , alive ,0,17, water , 
 2015-06-30 ,79.7226897,10.9121044, Virgohamna , phoca vitulina ,0,0,18,0, , ,0, , alive ,0,18, , water and rocks 
 2013-06-26 ,79.72122,10.91854, Virgohamna , phoca vitulina , , ,18, , , , , , , ,18, land , 
 2012-08-17 ,78.92,11.9683333333333, Prins Heinrichøya , phoca vitulina , , ,19, , , , , , , ,19, land , 
 2013-07-02 ,79.72153,10.93546, Virgohamna , phoca vitulina , , , , , , , , , , ,19, water , 
 2014-09-22 ,79.72085,10.89652, virgohamna , phoca vitulina ,15,0,4,0, , ,0, , unknown ,0,19, land , 
 2007-08-29 ,78.123,14.914, Colesbukta , phoca vitulina , , , , , , , , , , ,20, water , 
 2011-09-26 ,79.7225,10.9209, Virgohamna , phoca vitulina , , , , , , , , , , ,20, water , Playing in shallow water 
 2012-07-16 ,79.5293,10.7084, Hamburgerbukta , phoca vitulina , , , , , , , , , , ,20, water ," And on rocks. Many looked quite small, but no juv's seen "
 2012-09-06 ,79.7194,10.9227, Virgohamna , phoca vitulina , , ,20, , , , , , , ,20, land , and water 
 2013-07-13 ,78.9316,11.9756, Ny Ålesund , phoca vitulina , , , , , , , , , , ,20, water , 
 2013-07-19 ,78.921,11.9696, Ny-Ålesund , phoca vitulina , , , , , , , , , , ,20, land , 
 2010-06-28 ,78.89653,10.54564, Fuglehuken , phoca vitulina , , , , , , , , , , ,20, unknown , App 20 
 2012-06-18 ,78.89909,10.49969, Fuglehuken , phoca vitulina , , , , , , , , , , ,20, water , 
 2012-07-31 ,79.71958,10.9168, Virgohamna , phoca vitulina , , , , , , , , , , ,20, land , 2 in water 
 2015-06-10 ,79.72085,10.9358, Virgohamna , phoca vitulina ,0,0,0,0, , ,0, , unknown ,20,20, land , and water 
 2015-06-15 ,79.72414,10.93404, Virgohamna , phoca vitulina ,0,0,20,0, , ,0, , alive ,0,20, land , Large group on rocks at shore line and in water nearby 
 2015-07-10 ,79.72876,10.90274, Likholmen - Æøya , phoca vitulina ,0,0,0,0,0, ,0,0, ,0,20, land , both on rocs and in the water 
 2015-07-13 ,79.72,10.92, Virgohamna , phoca vitulina ,0,0,20,0, , ,0, , alive ,0,20, water , Water in shallows and hauled out on some rocks 
 2011-08-19 ,79.7216,10.9206, Virgohamna , phoca vitulina , , , , , , , , , , ,21, land , rocks 
 2016-07-31 ,79.7199,10.9263, Æøya , phoca vitulina ,0,0,21,0, , ,0, , unknown ,0,21, land , 
 2013-09-22 ,79.72141,10.89984, Virgohamna , phoca vitulina , , ,17,4, , , , , , ,21, water , 
 2014-08-15 ,79.71985,10.9304, virgohamna , phoca vitulina ,0,0,21,0,0, ,0,0, alive ,0,21, land , 
 2015-08-08 ,79.7226897,10.9121044, Virgohamna , phoca vitulina ,0,0,1,20,0, ,0,0, alive ,0,21, land , 
 2015-08-10 ,79.74554,10.95533, Virgohamna , phoca vitulina ,0,0,21,0, , ,0, , alive ,0,21, land ," low tide, animals on rocks "
 2007-08-25 ,78.967,11.895, Kongsfjorden , phoca vitulina , , , , , , , , , , ,22, , 
 2012-08-06 ,79.9283333333333,11.9366666666667, Ny-Ålesund , phoca vitulina , , ,22, , , , , , , ,22, land , 
 2012-09-04 ,79.7219,10.9102, Virgohamna , phoca vitulina , , ,22, , , , , , , ,24, water , 
 2012-08-09 ,79.9283333333333,11.9366666666667, Ny-Ålesund , phoca vitulina , , ,25, , , , , , , ,25, land , 
 2012-08-13 ,79.9283333333333,11.9366666666667, Ny-Ålesund , phoca vitulina , , ,25, , , , , , , ,25, land , on the usual spit 
 2014-08-06 ,79.7166666666666,10.9166666666666, Virgohamna , phoca vitulina ,0,0,12,6, , ,3, , alive ,4,25, water , 
 2015-06-23 ,79.72,10.92, Virgohamna , phoca vitulina ,0,0,25,0, , ,0, , alive ,0,25, land ," On rocks by shoreline, some individuals in shallows (water) "
 2016-08-03 ,78.2943344116211,12.0529470443726, , phoca vitulina ,0,0,0,0, , ,0, , unknown ,25,25, , 
 2013-09-04 ,79.72118,10.93574, Virgohamna , phoca vitulina , , ,25, , , , , , , ,25, land , Hauled out on rocks 
 2014-05-18 ,79.72063,10.92983, Virgohamna , phoca vitulina ,0,0,0,0, , ,0, , unknown ,25,25, , rock 
 2013-08-13 ,79.72667,11.02182, Near Danskoya , phoca vitulina , , ,26, , , , , , , ,26, water , sitting on rocks 
 2015-08-03 ,79.7226897,10.9121044, Virgohamna , phoca vitulina ,0,0,28,0, , ,0, , alive ,0,28, land , on rocks in water 
 2013-07-28 ,78.9183333333333,11.9683333333333, Prins Heinrich / Kongsfjorden , phoca vitulina , , , , , , , , , , ,30, land , They have stayed there for several weeks 
 2015-06-20 ,79.72,11.02, Virgohamna , phoca vitulina ,0,0,30,0,0, ,0,0, ,0,30, land , on stones 
 2011-06-22 ,78.89949,10.46895, Fuglehuken , phoca vitulina , , , , , , , , , , ,30, land , On rocks and in water 
 2011-06-28 ,78.89735,10.51826," Fuglehuken, Prins Karl Forland ", phoca vitulina , , , , , , , , , , ,30, land , Colony of seals hauled out and in-water – seals made a close inspection of snorkelling divers! 
 2015-09-01 ,79.72019,10.91196, Virgohamna , phoca vitulina ,0,0,30,0, , ,0, , unknown ,0,30, water , 
 2015-06-06 ,79.7245,10.9445, Near Virgohamna , phoca vitulina ,0,0,31,0, , ,0, , unknown ,0,31, land , 
 2015-08-24 ,79.72,11.02, Smeerenburgfjorden , phoca vitulina ,0,0,31,0,0, ,0, , unknown ,0,31, land , partly on land (rocks) 
 2015-08-21 ,79.74554,10.95533, Virgohamna , phoca vitulina ,0,0,32,0, , ,0, , alive ,0,32, land ," low tide, animals on rocks "
 2016-08-04 ,79.7199,10.9263, Æøya , phoca vitulina ,0,0,33,0, , ,0, , unknown ,0,33, land , 
 2013-08-18 ,79.72229,10.9327, Virgohamna , phoca vitulina , , , , , , , , , , ,34, land , Adults and sub-adults hauled out on rocks 
 2015-09-05 ,79.7226897,10.9121044, Virgohamna , phoca vitulina ,0,0,0,0, , ,0, , unknown ,35,35, land , 
 2014-09-05 ,79.7226897,10.9121044, Virgohamna , phoca vitulina ,0,0,38,0, , ,0, , unknown ,0,38, land , 
 2010-08-23 ,78.9,10.0666666666667, Fuglehuken , phoca vitulina , ,1, , , , ,1, , , ,40, unknown ,40
 2012-08-27 ,79.44,10.56, , phoca vitulina , , ,30,10, , , , , , ,40, land , 
 2011-09-09 ,79.72152,10.91962, Virgohamna , phoca vitulina , , , , , , , , , , ,40, land , and in water 
 2012-08-17 ,79.7297,10.93569, Danskøya , phoca vitulina , , ,34,6, , , , , , ,40, water ," the tide was out and they where all sunbathing on the rocks that protruded from the water, there were some younger looking seals amongst the group. "
 2013-09-14 ,79.71857,10.92298, Danskoya , phoca vitulina , , , , , , , , , , ,42, land , 
 2016-08-27 ,79.72089,10.93572, Virgohamna , phoca vitulina ,0,0,42,0, , ,0, , alive ,0,42, land , 
 2004-08-27 ,79.381,10.755, Krossfjellet , phoca vitulina , , , , , , , , , , ,50, land , 
 2015-07-21 ,79.721,10.93, Æøya , phoca vitulina ,0,0,50,0,0, ,0,0, ,0,50, water , 
 2015-09-05 ,79.7222,10.9222, Virgohamna , phoca vitulina ,0,0,0,0, , ,0, , unknown ,50,50, land ," A few in the water, most hauled out on rocks, all ages. My highest count here to date. "
 2014-08-28 ,79.72199,10.92092, Virgohamna/ Danskøya , phoca vitulina ,0,0,50,0, , ,0, , unknown ,0,50, water , 
 2009-06-20 ,78.89784,10.49438, Fuglehuken , phoca vitulina , , , , , , , , , , ,52, land , En sel hadde merke: hvitt N1857 
 2013-06-12 ,78.89733,10.51655, Fuglehuken , phoca vitulina , , , , , , , , , , ,60, land , Number approximate - hauled out. Various ages 
 2016-08-16 ,79.72091,10.93074, Virgohamna , phoca vitulina ,0,0,60,0, , ,0, , alive ,0,60, land ," Approximately 60 on the rocks, and few on the water "
 2009-08-10 ,78.897,10.492, Fuglehuken , phoca vitulina , , , , , , , , , , ,73, land , 
 2010-06-06 ,78.9,10.5, Fuglehuken , phoca vitulina , , , , , , , , , , ,75, land , 
 2012-07-26 ,78.8976,10.49965, Fuglehuken , phoca vitulina , , , , , , , , , , ,90, land , on the beach and on the rocks 
 2015-07-05 ,78.89667,10.46424, Fuglehuken , phoca vitulina ,0,0,70,0, , ,10, , alive ,10,90, ," on rocks and water, rugh counts "
 2015-08-07 ,78.89729,10.47523, Fuglehuken , phoca vitulina ,0,0,97,0,0, ,0,0, ,0,97, land , 
 2009-08-24 ,78.898,10.483, Fuglehuken , phoca vitulina , , , , , , , , , , ,100, land , And in water 
 2010-06-10 ,78.9,10.5, Fuglehuken , phoca vitulina , , , , , , , , , , ,100, land , 
 2011-07-09 ,78.8979,10.5115, Fuglehuken , phoca vitulina , , , , , , , , , , ,100, land ," basking on rocks, some swimming "
 2009-08-16 ,78.897,10.492, Fuglehuken , phoca vitulina , , , , , , , , , , ,151, land , 
 2000-07-20 ,75.25,2.91666666666667, , physeter macrocephalus , , , , , , , , , , ,1, water , DEAD 
 2002-05-19 ,74.75,9.33333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2002-09-04 ,75.5833333333333,10.9333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2002-09-04 ,75.7833333333333,14.4, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2002-09-05 ,74.0666666666667,15.1, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2002-09-05 ,74.0333333333333,14.7166666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2003-06-25 ,72.7833333333333,6.41666666666667, , physeter macrocephalus , , ,1, , , , , , , ,1, water , 1 males 
 2003-07-11 ,75.105,11.4216, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.1159,11.3914, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.242,11.005, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.1409,11.3161, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.0519,11.5821, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.1314,11.3453, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.1351,11.3338, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-21 ,75.0824,10.1945, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-21 ,74.0345,9.2332, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-21 ,74.4142,9.5574, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-21 ,75.0659,10.1794, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-21 ,74.1631,9.3407, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-21 ,74.5996,10.1201, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-22 ,74.1009,3.4712, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-27 ,76.4705,12.4647, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-27 ,76.4763,12.476, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-27 ,76.4886,12.5015, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-27 ,76.4714,12.4664, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-07-27 ,76.4814,12.4864, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-08-03 ,75.4261,14.2954, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-08-04 ,74.4583,15.3319, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2003-08-07 ,74.5,16.0666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2003-08-07 ,74.5,16.3833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2003-08-07 ,74.5,16.3666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2003-08-07 ,74.5,16.0833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2003-08-15 ,74.5666666666667,28.3833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2003-08-15 ,74.5833333333333,28.3, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2005-08-09 ,74.4833333333333,9.65, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2005-08-09 ,74.3148,14.1874, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2005-08-09 ,74.299,13.3883, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2005-08-09 ,74.4833333333333,9.65, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2006-08-02 ,77.557,15.044, Bourbanhamna , physeter macrocephalus , , , , , , , , , , ,1, ," dead, washed up on shore, lower jaw missing. Date is uncertain "
 2006-08-12 ,76.5905,12.334, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2006-08-12 ,76.7333333333333,13.4, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2006-08-22 ,74.1044,15.1912, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2006-08-22 ,74.0409,14.5033, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2006-08-22 ,74,17.6833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2006-08-24 ,74.3031,10.5852, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2006-08-29 ,77.4166666666667,13.55, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2006-09-02 ,77.4716666666667,20.8333333333333, Habenichtbukta , physeter macrocephalus , , ,1, , , , , , , ,1, water ," dead, fairly fresh. 1 males "
 2007-08-04 ,75.25,14.5833333333333, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-11 ,74.1127,15.1467, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-13 ,74.3164,12.5501, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-13 ,74.5,13.4666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-13 ,74.3001,13.2881, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-13 ,74.5,13.6333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-13 ,74.3186,12.5113, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-13 ,74.3181,12.5204, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-13 ,74.3171,12.5384, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-13 ,74.3167,12.5444, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-13 ,74.5,14.1, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-13 ,74.5,14.1, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-13 ,74.5166666666667,12.8833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-13 ,74.5166666666667,12.9166666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-14 ,74.65,18.1, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-14 ,74.7166666666667,17.9666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2007-08-14 ,74.4596,14.5723, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-14 ,74.5323,15.3543, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-14 ,74.4665,15.0046, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-14 ,74.5166,15.3631, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-15 ,75.1834,14.0246, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-15 ,75.1702,14.0166, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-15 ,75.1044,12.368, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-08-15 ,75.1572,13.4331, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-09-05 ,77.45,26.6166666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , MAILAND 
 2007-09-12 ,78.4337,8.5309, , physeter macrocephalus , , , , , , , , , , ,1, , 
 2007-09-12 ,78.7666666666667,9.65, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2008-07-14 ,78.8666666666667,8.21666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2008-07-22 ,76.3666666666667,15.7166666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2008-08-01 ,74.2666666666667,15, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2008-08-23 ,74.4833333333333,15.95, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2008-08-23 ,74.5,16.3666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2008-08-23 ,74.4833333333333,15.9333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2009-08-02 ,77.07,29.1333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , STENSVEHAGEN 
 2009-09-01 ,76.2666666666667,11.1, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2009-09-01 ,75.8833333333333,10.8333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2009-09-01 ,76.2833333333333,12.85, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2009-09-19 ,74.35,31.2333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-02-08 ,76.6766666666667,13.44, 76˚ 40.6’ N 13˚ 26.4’ E , physeter macrocephalus , , , , , , , , , , ,1, unknown , bull 
 2010-06-24 ,77.21,11.4833333333333, ditto , physeter macrocephalus , , ,1, , , , , , , ,1, water ," } The humpies attracted several hundred kittiwakes, which were also able to feed - an astonishing encounter! "
 2010-07-06 ,79.91,13.35, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2010-08-12 ,74.3833333333333,18.3166666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-16 ,76.9333333333333,5.33333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-16 ,76.7833333333333,4.38333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-16 ,76.7166666666667,4.15, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-16 ,76.7166666666667,4.16666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-26 ,74.5,10.2666666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-26 ,74.4833333333333,12.0333333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-26 ,74.4833333333333,12.05, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-26 ,74.5,10.1, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-08-26 ,74.5,10.2166666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-09-07 ,74.5666666666667,32.4833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-09-10 ,75.8833333333333,30, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2010-09-10 ,76.5333333333333,37.7, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2011-05-31 ,70.17,16.67, , physeter macrocephalus , , , , , , , , , , ,1, water ," dead, floating in the surface "
 2011-06-21 ,78.437,9.988, As above , physeter macrocephalus , , , , , , , , , , ,1, unknown , 2350 hrs; Characteristic angled blow and tail fluking as it dives. Likely to be old bull 
 2011-07-10 ,74.7739028930664,16.6229610443115, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-07-16 ,74.785758972168,16.4804077148438, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-08-07 ,74.3093643188477,16.2752552032471, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-08-09 ,74.2559432983398,15.9111757278442, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-08-10 ,74.2559432983398,15.9111757278442, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-08-12 ,74.2002334594727,15.7524614334106, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-08-13 ,74.3093643188477,16.2752552032471, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-08-16 ,74.2291412353516,15.8245906829834, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2011-09-08 ,74.9,17.4833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2012-02-22 ,78.1453094482422,12.2595357894897, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2012-02-24 ,78.1433181762695,12.0984230041504, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2012-06-25 ,75.43659,16.50311, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2012-06-26 ,74.38689,16.29016, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2012-07-03 ,79.6166666666667,11.4833333333333, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2012-10-26 ,74.4004058837891,7.20578813552856, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2012-10-30 ,74.3429107666016,7.21949672698975, , physeter macrocephalus , , , , , , , , , , ,1, water , 
 2013-05-12 ,74.48,18.3, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2013-07-04 ,74.755,15.4216666666667, , physeter macrocephalus , , , , , , , , , , ,1, unknown , 
 2013-07-04 ,74.2116666666667,15.78, , physeter macrocephalus , , , , , , , , , , ,1, unknown ," Almost on 1,000 m isobath "
 2013-09-23 ,79.55,8.03333333333333, Spermhval , physeter macrocephalus , , , , , , , , , , ,1, unknown , Schumacher 
 2013-10-15 ,76.4333333333333,6.75, , physeter macrocephalus , , ,1, , , , , , , ,1, water , 
 2013-10-15 ,76.7333333333333,7.91666666666667, , physeter macrocephalus , , ,1, , , , , , , ,1, water , 
