,date,latitude,longitude,location,species,adult m,adult f,adult,subadult,polar bear condition,polar bear den,cub/calf/pup,bear cubs,dead/alive,unidentified,total,habitat,occurrence remark
15973, 2012-06-24 ,79.7342,10.98336, Smeerenburg ,polar bear, , ,1, , , , , , , ,1, land , Feeding on a seal 
15974, 2012-06-26 ,79.71574,10.99006, Albertøya - Virgohamma ,polar bear, , ,1, , , , , , , ,1, land ," underfed - cat. 2-3. Walked up the hill across the island, then swam to Virgohamna, and set to sleep on the slope about 100 m from ruins "
15975, 2012-06-27 ,80.64834,21.76934, Seven Islands ,polar bear, , , , , , , , , , ,1, ice , 9-10/10 pack 
15976, 2012-06-30 ,79.79237,11.78705, Hamiltonbukta ,polar bear, ,1, , , , , , , , ,1, land , eating seal 
15977, 2012-06-30 ,79.83094,11.63938, Arneliusneset ,polar bear,1, , , , , , , , , ,1, land , 
15978, 2012-07-01 ,80.33644,21.3744, Scoresbyøya ,polar bear, , , , , , , , , , ,1, land , 
15979, 2012-07-02 ,79.73783,10.89488, Danskegattet ,polar bear, , , ,1, , , , , , ,1, land , Dirty fur 
15980, 2012-07-02 ,79.77043,10.85286, Gjøavatnet ,polar bear, , ,1, , , , , , , ,1, land , Tagged in the both ears 
15981, 2012-07-03 ,79.70114,26.68032, Isispynten ,polar bear, ,1, , , , , , , , ,1, land , 
15982, 2012-07-05 ,77.50007,18.2169, Boltodden ,polar bear, , , , , , , , , , ,1, land , 
15983, 2012-07-05 ,77.58952,20.91793, Martinodden ,polar bear, , , , , , , , , , ,1, land , 
15984, 2012-07-05 ,79.157,22.318, Off Brasvelbreen ,polar bear, , , , , , , , , , ,1, water , Swimming in Open water 
15985, 2012-07-05 ,79.70387,26.62528, Isisøya ,polar bear, , , ,1, , , , , , ,1, land ," Cat 3. Male, walking along the shore, eating kelp, found eider nest and ate it. "
15986, 2012-07-06 ,78.99747,12.18232, Blomstrandhalvøya ,polar bear, , ,1, , , , , , , ,1, land , 
15987, 2012-07-14 ,79.66098,10.73301, Harpunodden ,polar bear, , , , , , , , , , ,1, land , 
15988, 2012-07-14 ,79.67578,10.76102, Danskeøya Vest ,polar bear, , , ,1, , , , , , ,1, land , 
15989, 2012-07-14 ,79.6913,10.7679, Kobbefjorden ,polar bear, ,1, , , , , , , , ,1, land , Female with GPS transmitter 
15990, 2012-07-18 ,79.67039,13.22585, Andøyane ,polar bear, ,1, , , , , , , , ,1, land , Female with GPS transmitter 
15991, 2012-07-23 ,79.56159,11.01832, Gravneset ,polar bear,1, , , , , , , , , ,1, water , 
15992, 2012-07-23 ,79.59564,12.65511, Seligerbreen ,polar bear, , , ,1, , , , , , ,1, land ," Extremely thin and unhealthy looking bear. Lying along tied line, seemed to actually be dead on approach. "
15993, 2012-07-24 ,79.79166,18.67984, Gimlebreen ,polar bear, , ,1, , , , , , , ,1, land , 
15994, 2012-07-25 ,79.26502,11.57742, Lilliehöökfjorden ,polar bear, , , , , , , , , , ,1, land , 
15995, 2012-07-27 ,77.05082,15.93662," Luciapynten, Hornsund ",polar bear, , , , , , , , , , ,1, water ," 1 swam to shore, cleaning itself thoroughly in snow- VERY dirty "
15996, 2012-07-28 ,79.6967,14.28133, Woodfjorden ,polar bear, , , , , , , , , , ,1, land , 
15997, 2012-07-28 ,80.69334,20.88475, Phippsøya ,polar bear, , , , , , , , , , ,1, land ," Near walrus haulout, but walked away "
15998, 2012-07-29 ,79.65354,13.34222, Liefdefjorden ,polar bear, , , , , , , , , , ,1, land , 
15999, 2012-07-30 ,79.17962,11.66181," Bouréeneset, Krossfjorden ",polar bear, , , , , , , , , , ,1, land , 
16000, 2012-07-31 ,79.55736,10.98843, Gullybukta ,polar bear,1, , , , , , , , , ,1, land , 
16001, 2012-07-31 ,79.65382,14.26679, Mushamna ,polar bear, , , , , , , , , , ,1, land , 
16002, 2012-08-09 ,79.38037,22.78056, ,polar bear, , , , , , , , , , ,1, land , 
16003, 2012-08-12 ,81.39,28.139, ,polar bear,1, , , , , , , , , ,1, ice , 
16004, 2012-08-18 ,80.67881,20.80684, Sjuøyane ,polar bear, ,1, , , , , , , , ,1, land ," came down to the foreshore, was in good condition ate seaweed and licked the algae off the rocks, The bear was relaxed. "
16005, 2012-08-19 ,80.11773,28.16479, Storøya ,polar bear, , ,1, , , , , , , ,1, land , off in the distance 
16006, 2012-08-19 ,80.12325,28.05153, Storøya ,polar bear, , ,1, , , , , , , ,1, land , walking around 
16007, 2012-08-19 ,80.13009,28.02095, Storøya ,polar bear, , ,1, , , , , , , ,1, land , sleeping 
16008, 2012-08-20 ,79.30499,20.12673, Wahlbergøya SE point ,polar bear, , ,1, , , , , , , ,1, land , seen from ship 
16009, 2012-08-22 ,78.25811,21.55608, Rindedalen ,polar bear, , ,1, , , , , , , ,1, land , off in the distance roaming 
16010, 2012-08-27 ,79.73335,10.93931, ,polar bear, , , ,1, , , , , , ,1, water ," swimming to Amsterdamoya, walking around and swimming southwards, a bit skinny "
16011, 2012-08-27 ,79.79441,11.8008, Hamiltonbreen ,polar bear, , ,1, , , , , , , ,1, land , 
16012, 2012-09-01 ,78.24602,21.46851," Barentsøya, Freemandsundet ",polar bear, , ,1, , , , , , , ,1, land , 
16013, 2012-09-02 ,76.94993,16.23606, Samarinvågen ,polar bear, , ,1, , , , , , , ,1, ice , on the glacier 
16014, 2012-09-02 ,77.01379,15.87157, Gnålodden ,polar bear, , ,1, , , , , , , ,1, land ," Lying under birdcliff, later running downwards and walking on the beach eastwards "
16015, 2013-03-13 ,77.53427,14.65089, ,polar bear, , , , , , , , , , ,1, ice , Indstø 
16016, 2013-03-16 ,77.53441,14.62338, ,polar bear, , , , , , , , , , ,1, ice , Indstø 
16017, 2013-06-07 ,79.50124,18.00478, Lomfjorden ,polar bear, ,1, , , , , , , , ,1, land , eating whale 
16018, 2013-06-07 ,79.59973,18.37703, Hinlopenstretet ,polar bear, ,1, , , , , , , , ,1, land , female with collar 
16019, 2013-06-09 ,79.50461,18.02971, Lomfjorden ,polar bear, ,1, , , , , , , , ,1, land , Collared. Sleeping in snow near remains of large dead whale on beach. 
16020, 2013-06-13 ,79.55332,12.38411, Emmabreen ,polar bear, , , , , , , , , , ,1, land ," First spotted along shore coming from Idabreen, ended up on fast ice at Emmabreen. Very thin #77 painted on back end. "
16021, 2013-06-14 ,79.61936,12.76411, Hesteskoholmen ,polar bear, ,1, , , , , , , , ,1, land ," Was wearing a collar - First spotted here, continued to walk south past Texas Bar where she proceeded to climb high onto the cliffs where she took up to ten Pink-footed Geese nest. "
16022, 2013-06-14 ,79.61963,12.75431, Hesteskoholmen ,polar bear, , , , , , , , , , ,1, land , Thought I would add dead polar bear on these islands spotted as well. Possible bear reported in area in bad shape last season? 
16023, 2013-06-14 ,79.91675,12.75431, North of Reinsdryflya ,polar bear, , , ,1, , , , , , ,1, ice , Suspected subadult female walking on flow 
16024, 2013-06-16 ,77.40106,18.14543, Kvalvågen ,polar bear,1, , , , , , , , , ,1, ice , ate a Bearded seal 
16025, 2013-06-16 ,78.20195,20.30916, Jakimovicøyane ,polar bear,1, , , , , , , , , ,1, ice , with seal carcass 
16026, 2013-06-17 ,77.38822,22.4363, Zieglerøya ,polar bear, , ,1, , , , , , , ,1, land , 
16027, 2013-06-17 ,79.69732,11.30539, Sellstrømbreen ,polar bear, ,1, , , , , , , , ,1, ice , With Bearded Seal Kill 
16028, 2013-06-18 ,76.93863,16.31497, Samarinbreen ,polar bear, , ,1, , , , , , , ,1, land , 
16029, 2013-06-19 ,77.50266,18.22907," Boltodden (Kvalhovden, east coast) ",polar bear, ,1, , , , , , , , ,1, land ," Big ad F, fat (cat 4), dirty (stained in dirt). On the shore, walked along the shore line, then walked inland to river valley and laid to rest on snow. "
16030, 2013-06-21 ,79.65902,10.71835, Skorpa ,polar bear,1, , , , , , , , , ,1, land ," Merket ""77"" "
16031, 2013-06-21 ,79.71953,12.28914, Raudfjorden ,polar bear, , , , , , , , , , ,1, land , Umerket 
16032, 2013-06-24 ,78.25014,21.51234," Rindedalen, Barentsøya ",polar bear, , ,1, , , , , , , ,1, land ," Walking west on shoreline, seemed to have pain in right front paw or leg. "
16033, 2013-06-24 ,78.50876,22.18722, Olgastretet ,polar bear, , ,1, , , , , , , ,1, ice , Walking on the ice. 
16034, 2013-06-24 ,78.6716,22.02522, Olgastretet ,polar bear, , ,1, , , , , , , ,1, ice , Walking on the ice. 
16035, 2013-06-26 ,79.61738,10.88575, ,polar bear, , , , , , , , , , ,1, land , 
16036, 2013-07-03 ,79.36702,20.72934, Torellneset ,polar bear,1, , , , , , , , , ,1, land , But took a long swim. Cat 4. 
16037, 2013-07-05 ,79.3833333333333,14.05632, Wigdehl-Pynten ,polar bear, , ,1, , , , , , , ,1, land , poor but healthy 
16038, 2013-07-06 ,79.65143,10.9328, Sørgattet ,polar bear, , , ,1, , , , , , ,1, land , M 
16039, 2013-07-07 ,79.6145,12.69523, Texas Bar ,polar bear,1, , , , , , , , , ,1, land ," dead, emaciated, N23756 "
16040, 2013-07-12 ,80.61348,22.21003, Kapp Platen ,polar bear, , , , , , , , , , ,1, unknown , Was both on pack ice and water 
16041, 2013-07-13 ,80.65398,25.01728, south of Karl XII-øya ,polar bear, , , , , , , , , , ,1, ice , 
16042, 2013-07-13 ,80.65921,24.99823, Kar lXII-øya ,polar bear, , , , , , , , , , ,1, land , 
16043, 2013-07-22 ,80.66316,25.00579, Karl XII-øya ,polar bear,1, , , , , , , , , ,1, land , 1M (Category 4) 
16044, 2013-07-23 ,79.67562,13.30885, Andøyane ,polar bear, , , , , , , , , , ,1, land , 
16045, 2013-07-27 ,79.61002,13.50684, Store Måkeøya ,polar bear,1, , , , , , , , , ,1, land , 
16046, 2013-08-03 ,79.36263,20.75123, Torrellneset ,polar bear, , , ,1, , , , , , ,1, unknown , provoking walrus 
16047, 2013-08-04 ,80.03819,18.09501, Ringertzoya ,polar bear, , , ,1, , , , , , ,1, land , 
16048, 2013-08-05 ,79.79253,11.80378, Hamiltonbukta ,polar bear,1, , , , , , , , , ,1, land , 
16049, 2013-08-06 ,79.33707,11.71575, Lilliehookbreen ,polar bear, , ,1, , , , , , , ,1, land , looked like a large male but it was from a distance 
16050, 2013-08-09 ,80.69682,20.93285, Phippsoya ,polar bear,1, , , , , , , , , ,1, land , 
16051, 2013-08-09 ,80.69684,20.93757, Phippsoya ,polar bear, , , , , , ,1, , , ,1, land , first year cub (coy) by its self 
16052, 2013-08-09 ,80.71639,20.91132, Phippsoya ,polar bear, , , , , , , , , , ,1, land , 
16053, 2013-08-10 ,80.65429,25.00739, Karl XII Island ,polar bear, , , , , , , , , , ,1, land , 
16054, 2013-08-11 ,80.68445,21.05659, Martensoya ,polar bear, , ,1, , , , , , , ,1, land ," walking around, seen at a long distance "
16055, 2013-08-13 ,79.79696,11.8129, Hamiltonbukta ,polar bear, , ,1, , , , , , , ,1, land , Sleeping 
16056, 2013-08-14 ,79.36724,20.73024, Torrellneset ,polar bear, , , ,1, , , , , , ,1, land , 
16057, 2013-08-18 ,79.86593,11.4845, Klovingen ,polar bear,1, , , , , , , , , ,1, land , 
16058, 2013-08-21 ,80.6269,20.47077, Nelsonoya ,polar bear,1, , , , , , , , , ,1, land , 
16059, 2013-08-22 ,80.17845,26.01622, Raschoya ,polar bear, ,1, , , , , , , , ,1, land , 
16060, 2013-08-22 ,80.17889,26.01162, Raschoya ,polar bear,1, , , , , , , , , ,1, land , 
16061, 2013-08-24 ,79.30413,24.46916, Klerckbukta ,polar bear, ,1, , , , , , , , ,1, ice , 
16062, 2014-06-02 ,76.9603,16.27901, ,polar bear,1,0,0,0,2, ,0, , unknown ,0,1, land , Skinny. Walked from shoreline uphill and rolled up on slope in snow. 
16063, 2014-06-02 ,77.02621,16.28362, ,polar bear,0,1,0,0,2, ,0, , unknown ,0,1, ice ," No 25 on butt. Cat 3 to 3- (near skinny). Signs of dropped collar (compressed ""necklace"" in fur on neck). Escaped towards Brepollen when approached by large male. "
16064, 2014-06-02 ,77.03452,16.27946, ,polar bear,1,0,0,0,3, ,0, , unknown ,0,1, ice , Bordering on cat 4 (fat). On remnant fast-ice in front of glacier. Caused female to escape when approached. 
16065, 2014-06-04 ,77.88372,18.25594, ,polar bear,1,0,0,0, , ,0, , unknown ,0,1, land ," Walked from fast-ice area to S over land. Seen only distant, seemed a large ad male, probably cat 3 "
16066, 2014-06-04 ,77.88432,18.24524, ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, land ," Walked from fast-ice area to S over land. Seen only distant, not sexed/aged. "
16067, 2014-06-04 ,77.88676,18.25584, ,polar bear,1,0,0,0,3, ,0, , unknown ,0,1, ice ," Was on fast-ice in front of glacier, proceeded to land and walk away to the S. Good condition but fur very dirty. "
16068, 2014-06-04 ,77.88993,18.26935, ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, land ," Walked from fast-ice area to S over land. Seen only distant, not sexed/aged, had red face from recent kill/meal. "
16069, 2014-06-04 ,77.89132,18.23125, ,polar bear,0,1,0,0,3, ,0, , unknown ,0,1, ice ," Collared. Seen at some distance. Walked at some distance from males, then laid down. "
16070, 2014-06-04 ,77.90051,18.21691, ,polar bear,1,0,0,0,2, ,0, , unknown ,0,1, ice ," No 57 on butt. Skinny. Walked back and forth on fast-ice,swam across lead, then laid down. "
16071, 2014-06-07 ,77.39344,22.44438, ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, land ," Seen distantly on Zieglerøya, seemed large, probable ad M, reasonable condition. "
16072, 2014-06-08 ,77.053355,16.42448, ,polar bear,0,1,0,0,2, ,0, , unknown ,0,1, ice ," No. 25. Looked more poorly (thinner and fur not well kept) than on 2/6, now deemed cat 2. Seemed apathetic on small piece of glacier ice up against the wall of Storbreen. "
16073, 2014-06-26 ,79.61975,10.83559, Mesteinane (Varde) ,polar bear,1,0,0,0,3, ,0,0, alive ,0,1, land , 
16074, 2014-06-27 ,79.78356,11.3848, Fugelfjord ,polar bear,0,0,0,0, , ,0, , alive ,1,1, land , on small island 
16075, 2014-07-02 ,79.98358,11.80293, N of Raudfjorden ,polar bear,0,1,0,0,2, ,0, , unknown ,0,1, ice , 
16076, 2014-07-05 ,79.42728,19.65368, Nystromoya ,polar bear,1,0,0,0, , ,0, , unknown ,0,1, land , Found while walking on beach. Cond 3 
16077, 2014-07-07 ,79.85324,11.57939, Ytre Norskeøya ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, land ," Radiomerka, ikke nummer "
16078, 2014-07-09 ,78.92894,12.32905, Lovénøyane ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, land , Seen from far away. Was sleeping 
16079, 2014-07-12 ,77.01575,15.88175, East Gnaloden ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, land , 
16080, 2014-07-13 ,78.24481,21.44513, Barenstoya ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, land , Walking North 
16081, 2014-07-13 ,78.25516,21.52634, Barenstoya ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, land , High above outcrop rocks. Eating moss and vegetation 
16082, 2014-07-13 ,78.26634,21.91644, Barenstoya ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, land , At the kittiwake colony E of Freemanbreen. Index 2. Eating veg 
16083, 2014-07-13 ,78.26905,21.85137, Barenstoya ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, land ," West of Kittiwake colony, above outcrop rocks. Resting "
16084, 2014-07-16 ,77,15.67, Gnålodden ,polar bear,0,0,0,0,3, ,0, , unknown ,0,1, land , 
16085, 2014-07-17 ,76.98416,16.30305, Treskellen ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, water , Swimming to point. Hornsund 
16086, 2014-07-21 ,79.85795,11.48712, Klovningan ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, land , 
16087, 2014-07-29 ,79.639,10.90979, Moseøya ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, water , 
16088, 2014-08-05 ,78.27677,21.69275, Barentsoya Kittiwake Canyon ,polar bear,0,0,1,0,3, ,0,0, alive ,0,1, land ," Sleeping on tundra approx. 600 m from Kittiwake canyon, poss condition 3? "
16089, 2014-08-09 ,78-99257,28.92614, North of Kong Karls Land ,polar bear,1,0,0,0, , ,0, , unknown ,0,1, ice , resting score 3 
16090, 2014-08-18 ,77.24135,22.65865, Negerpynten ,polar bear,0,0,0,0, , ,0, , alive ,1,1, land , 
16091, 2014-08-18 ,77.24226,22.65051, Negerpynten ,polar bear,0,0,0,0, , ,0, , alive ,1,1, land , 
16092, 2014-08-18 ,77.2688,23.14882, Halvmåneøya ,polar bear,0,0,0,0, , ,0, , alive ,1,1, land , 
16093, 2014-08-18 ,77.27892,23.13092, Halvmåneøya ,polar bear,1,0,0,0,3, ,0, , alive ,0,1, land , 
16094, 2014-08-19 ,78.69454,26.68385, Svenskøya ,polar bear,0,0,0,0, , ,0, , alive ,1,1, ice , 
16095, 2014-08-19 ,78.71111,27.03377, Svenskøya ,polar bear,1,0,0,0,3, ,0, , alive ,0,1, ice , 
16096, 2014-08-19 ,78.85348,27.83363, Kongsøya ,polar bear,0,1,0,0,3, ,0, , alive ,0,1, ice , 
16097, 2014-08-20 ,78.90464,26.40073, Erik Eriksenstretet ,polar bear,0,1,0,0,4, ,0, , alive ,0,1, ice , 
16098, 2014-08-20 ,78.93573,24.95193, Erik Eriksenstretet ,polar bear,1,0,0,0, , ,0, , alive ,0,1, ice , 
16099, 2014-08-21 ,79.36255,20.7304, Torellneset ,polar bear,0,0,0,0, , ,0, , alive ,1,1, land , 
16100, 2014-08-26 ,80.06012,16.22178, Verlegenhuken ,polar bear,0,0,0,0,0, ,0,0, ,1,1, water , 
16101, 2014-08-30 ,78.75053,23.20247, South of Austfonna ,polar bear,1,0,0,0,3, ,0, , unknown ,0,1, ice , Fatstatus: 3 
16102, 2014-09-01 ,79.74159,11.91591, Raudfjord ,polar bear,0,1,0,0,0, ,0,1, unknown ,0,1, water , prolonged views - swimming at first then on an islet with a partly-eaten dolphin 
16103, 2014-09-02 ,79.746,13.85922, ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, water , 3 years old? 
16104, 2014-09-05 ,78.65249,11.35064, ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, water , 
16105, 2015-05-12 ,77.05381,15.93642," Luciakammen, Hornsund ",polar bear,1,0,0,0, , ,0, , unknown ,0,1, land , 
16106, 2015-05-26 ,77.61555,14.92336, Van Keulen hamna ,polar bear,1,0,0,0,4, ,0,0, ,0,1, ice , saw him catch a seal. Number on the back 22 
16107, 2015-06-02 ,77.54527,14.5856, van Keulenfjorden ,polar bear,1,0,0,0, , ,0, , unknown ,0,1, ice ," PB 23 at a kill on the fast ice, a couple of kilometers away from the fmale with cubs "
16108, 2015-06-25 ,80.95099,18.1235, ,polar bear,1,0,0,0,3, ,0, , alive ,0,1, ice ," resting, had diarree, very dirty on back and hind legs, poor fur condition in general "
16109, 2015-06-25 ,80.95617,18.13977, ,polar bear,1,0,0,0,3, ,0, , alive ,0,1, ice , resting 
16110, 2015-06-25 ,80.95697,18.13521, ,polar bear,1,0,0,0,3, ,0, , alive ,0,1, ice ," Condition 3+, swimming and on ice, very mobile with intention to reach a certain place, observed over 3 hrs, at the end on a narwhale carcass "
16111, 2015-06-25 ,80.96307,18.13247, ,polar bear,1,0,0,0,4, ,0, , alive ,0,1, ice ," resting, cond. 4+, very fat and big male "
16112, 2015-07-02 ,80.63001,20.49325, ,polar bear,0,0,1,0,3, ,0, , unknown ,0,1, ice , 
16113, 2015-07-08 ,77.51913,14.57454, Bellsund ,polar bear,0,1,0,0,4, ,0, , unknown ,0,1, land , had radio collar 
16114, 2015-07-08 ,77.57056,14.48383, Bellsund ,polar bear,0,0,0,1,3, ,0, , unknown ,0,1, land , female - had been tagged 
16115, 2015-07-11 ,79.13164,19.93599, Bjørnsundet ,polar bear,0,1,0,0,4, ,0, , unknown ,0,1, ice , 
16116, 2015-07-11 ,80.76764,17.94034, Sea ice west of Seven Islands ,polar bear,0,1,0,0,0, ,0,0, ,0,1, ice , score 3-4 
16117, 2015-07-12 ,80.72355,17.85111, Sea ice west of Seven Islands ,polar bear,1,0,0,0,0, ,0,0, ,0,1, ice , score 4 
16118, 2015-07-14 ,78.89485,20.63345, Hochstetter glacier ,polar bear,0,0,0,0,0, ,0,0, ,1,1, ice , fast ice in front of glacier score unknown 
16119, 2015-07-14 ,79.11763,19.95168, Bjornsundet ,polar bear,0,1,0,0,0, ,0,0, ,0,1, ice , score 3-4 
16120, 2015-07-15 ,78.78977,21.45845, Ulbrichtbukta ,polar bear,0,1,0,0,0, ,0,0, ,0,1, ice , score 3 
16121, 2015-07-15 ,78.84175,21.3002, Koristkabreen ,polar bear,0,0,0,0,0, ,0,0, ,1,1, ice , fast ice in front f glacier score unknown 
16122, 2015-07-15 ,78.85007,21.37428, Koristkabreen ,polar bear,0,1,0,0,0, ,0,0, ,0,1, ice , score 3-4 
16123, 2015-07-15 ,79.05874,19.77745, Bjornsundet ,polar bear,0,0,1,0,0, ,0,0, ,0,1, ice , fast ice in sound 
16124, 2015-07-17 ,79.80046,11.41856, Fuglegatted ,polar bear,0,1,0,0,0, ,0,0, ,0,1, land , female with satellite device 
16125, 2015-07-20 ,79.7337,10.92904, west of Smeerenburg ,polar bear,0,1,0,0,0, ,0,0, ,0,1, land , score 2-3 hunting goslings in water 
16126, 2015-07-21 ,78.96841,20.46013, South of Bjornsundet ,polar bear,0,0,0,0,0, ,0,0, ,1,1, ice , fast ice in front of glacier score 3 
16127, 2015-07-21 ,79.08417,19.82267, Bjornsundet ,polar bear,0,0,0,0,0, ,0,0, ,1,1, ice , score unknown 
16128, 2015-07-24 ,80.54185,18.30883, west of Seven Islands ,polar bear,1,0,0,0,0, ,0,0, ,0,1, ice , score 4 
16129, 2015-07-24 ,80.58075,18.37344, West of Seven Islands ,polar bear,1,0,0,0,0, ,0,0, ,0,1, ice , score 4 animal was missing left ear 
16130, 2015-07-25 ,80.53356,18.6313, West of Seven Islands ,polar bear,1,0,0,0,0, ,0,0, ,0,1, ice , score 4 
16131, 2015-07-25 ,80.54092,18.23813, West of Seven Islands ,polar bear,1,0,0,0,0, ,0,0, ,0,1, ice , score 3-4 
16132, 2015-07-25 ,80.62855,17.95301, West of Seven Islands ,polar bear,0,0,0,0,0, ,0,0, ,1,1, ice , score unknown 
16133, 2015-07-25 ,80.62892,18.12424, West of Seven Islands ,polar bear,0,1,0,0,0, ,0,0, ,0,1, ice , score 4 
16134, 2015-07-26 ,80.60037,17.96283, West of Seven Islands ,polar bear,1,0,0,0,0, ,0,0, ,0,1, ice , score 4-5 
16135, 2015-07-26 ,80.62842,18.15816, West of Seven Islands ,polar bear,1,0,0,0,0, ,0,0, ,0,1, ice ," score 3-4,bear plus the previous one ended up together on a kill made by the last one "
16136, 2015-07-28 ,79.55311,18.75251, Tommeløyane ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, land ," Unfortunately, this guide did not make notes of polar bear conditions or behaviour "
16137, 2015-08-09 ,79.183,23.25, Bråsvellbreen ,polar bear,1,0,0,0,3, ,0,0, alive ,0,1, ice ," bigger animal, nearly a condition 4 "
16138, 2015-08-09 ,79.183,23.25, Bråsvellbreen ,polar bear,0,1,0,0,3, ,0,0, alive ,0,1, ice ," bigger animal, nearly a condition 4 "
16139, 2015-08-10 ,80.1,28.25, Storøya ,polar bear,0,0,1,0,2, ,0,0, alive ,0,1, land , sleeping 
16140, 2015-08-10 ,80.1,28.25, Storøya ,polar bear,0,0,1,0, , ,0,0, alive ,0,1, land ," unknown sex or condition, sleeping "
16141, 2015-08-10 ,80.1,28.25, Storøya ,polar bear,0,0,1,0, , ,0,0, alive ,0,1, land , sleeping 
16142, 2015-08-10 ,80.1,28.25, Storøya ,polar bear,1,0,0,0,3, ,0,0, alive ,0,1, land ," sleeping, sitting, scratching himself "
16143, 2015-08-10 ,80.1,28.25, Storøya ,polar bear,1,0,0,0,3, ,0,0, alive ,0,1, land ," thin animal, nearly a condition 2 "
16144, 2015-08-10 ,80.1,28.25, Storøya ,polar bear,1,0,0,0,3, ,0,0, alive ,0,1, land , sleeping 
16145, 2015-08-11 ,78.54993,14.34139, Sveabreen ,polar bear,0,0,1,0, , ,0, , alive ,0,1, water , 
16146, 2015-08-29 ,80.12167,28.07518, Storøya ,polar bear,0,0,1,0,3, ,0, , unknown ,0,1, land , 
16147, 2015-08-29 ,80.45832,26.19106, Foynøya ,polar bear,1,0,0,0,3, ,0, , unknown ,0,1, land , 
16148, 2015-09-02 ,79.19692,23.44956, Bråsvellbreen ,polar bear,0,0,1,0, , ,0, , unknown ,0,1, water , 
16149, 2016-06-29 ,79.68109,19.71318, ,polar bear,1,0,0,0, , ,0, , alive ,0,1, land ," malt nr 14, mao merket samme år "
16150, 2016-06-30 ,78.422,14.1486, ,polar bear,0,0,0,0, , ,0, , unknown ,1,1, , 
16151, 2016-07-02 ,80.1211111111111,28.09, ,polar bear,0,0,0,0,3, ,0, , alive ,0,1, land , 
16152, 2016-07-06 ,79.34608,10.85393, ,polar bear,0,0,1,0, , ,0, , alive ,0,1, land , 
16153, 2016-07-06 ,79.65638,14.26741, ,polar bear,1,0,0,0, , ,0, , unknown ,0,1, land , walking south towards hut so landing site evacuated 
16154, 2016-07-10 ,79.07712,11.68965, ,polar bear,0,0,1,0,3, ,0, , alive ,0,1, water ," first water, trying to push a seal towards land, then went on land to walk towards Kapp Guizzez "
16155, 2016-07-20 ,79.5515,10.9532, Gullybukta ,polar bear,0,0,0,0,4, ,0, , unknown ,0,1, land , 
16156, 2016-07-24 ,80.45237,26.00159, Brochøya ,polar bear,1,0,0,0,2, ,0, , alive ,0,1, land , 
16157, 2016-08-06 ,79.75247,11.53335, ,polar bear,1,0,0,0,3, ,0, , alive ,0,1, ," Walk along the coast from Sallyhamna, swim in the bay of Fugle and rest on a growler just in the front of Svitjodbreen. No tracking signs "
16158, 2016-08-08 ,78.93833,12.43702, Kongsfjorden ,polar bear,0,0,1,0,5, ,0, , alive ,0,1, land ," Observed a carcass of seal in the beach, the bear was walking on the cliff, very fat and he stops behind a hill probably to rest. No tracking signs "
16159, 2016-08-11 ,78.63846,16.88386, ,polar bear,0,0,1,0,5, ,0, , alive ,0,1, land ," Observed from far resting on the shore on the south side of the bay, very fat "
16160, 2016-08-11 ,78.64741,16.83328, ,polar bear,0,0,1,0,3, ,0, , alive ,0,1, water ," Observed from far, swimming on the south side of the fjord. Come on shore and walk to Nordenskioldbreen after having seen the other polar bear "
16161, 2016-08-13 ,80.4598,25.97119, Brochøya ,polar bear,1,0,0,0,5, ,0, , alive ,0,1, land , 
16162, 2016-08-20 ,79.84292,11.63377, Svenskegattet ,polar bear,0,0,1,0, , ,0, , alive ,0,1, land ," Observed from to far to see the condition, resting on the cliff "
16163, 2000-07-30 ,78.272,21.561, Freemansundet ,polar bear, , , , , , , , , , ,2, , 
16164, 2000-07-31 ,77.281,21.386, Ækongen ,polar bear, , ,1, , , ,1, , , ,2, , 1 females 
16165, 2002-08-18 ,76.998,15.96, Hornsund ,polar bear, , , , , , , , , , ,2, , 
16166, 2002-08-27 ,80.3,32.879, Kvitøya ,polar bear, , ,2, , , , , , , ,2, , 2 males 
16167, 2003-07-31 ,79.067,20.385, Wilmhelmøya ,polar bear, , , , , , , , , , ,2, land , 
16168, 2004-08-29 ,78.412,20.644, Barentsøya ,polar bear, , , , , , , , , , ,2, , 
16169, 2004-08-31 ,78.721,26.492, Kapp Walter ,polar bear, , ,2, , , , , , , ,2, , 
16170, 2004-08-31 ,78.964,28.374, Nordneset ,polar bear, , ,1, , , ,1, , , ,2, , 1 females 
16171, 2004-09-01 ,80.158,32.347, Kvitøya ,polar bear, , ,2, , , , , , , ,2, , 
